tableName,database,host_port,timeCols,primaryKeys,dbVersion,targetTable
t_user_points_balance,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_points_balance
t_user_points_history,janbfl_db,rm-uf67838267zp66495no.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_points_history
t_after_sales_order,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,create_order_time|create_time|refund_finish_time|finish_time|audit_time,id,5.7,t_after_sales_order
t_after_sales_order_detail,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,points_refund_time|card_refund_time|external_refund_time,id,5.7,t_after_sales_order_detail
t_eva_goods,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,eva_time,id,5.7,t_eva_goods
t_goods,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,mod_time|create_time,cat_id,5.7,t_goods_category
t_goods_item,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,card_pay_time|card_refund_time|external_pay_time|points_pay_time|tmall_delivery_time|refund_finish_time|transaction_time|finish_datestamp|finish_time|refund_audit_time|refund_apply_time|audit_timestamp|cancle_time|create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|delivery_time|delivery_datestamp|deliverytime|audit_time|receipt_datestamp,id,5.7,t_order
t_order_details,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,5.7,t_store_info
t_ticket,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,mod_time|create_time|get_time,id,5.7,t_ticket
t_ticket_active,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,5.7,t_ticket_active
t_user,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,login_lock_time|mod_time|create_time|login_time,user_id,5.7,t_user
t_user_integral_history,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_integral_history
t_user_points_balance,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_points_balance
t_user_points_history,xflsc_db,rm-uf6fhk9js45p6097zvo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_points_history
t_after_sales_order,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_order_time|create_time|finish_time|refund_finish_time|audit_time,id,8,t_after_sales_order
t_eva_goods,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,eva_time,id,8,t_eva_goods
t_goods,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time|goods_added_time|goods_unadded_time|mod_time,goods_id,8,t_goods
t_goods_brand,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,8,t_goods_brand
t_goods_category,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,8,t_goods_category
t_goods_item,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time|goods_item_added_time|goods_item_unadded_time|mod_time,goods_item_id,8,t_goods_item
t_order,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,delivery_datestamp|transaction_time|audit_time|audit_timestamp|cancle_time|create_datestamp|create_time|delivery_time|delivery_time_id|deliverytime|finish_datestamp|finish_time|payment_datestamp|payment_time|receipt_datestamp|receipt_time|refund_apply_time|refund_audit_time|refund_finish_time,id,8,t_order
t_order_details,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,receiving_time|price_time|receiving_timetamp,id,8,t_order_details
t_store_info,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,mod_time|expiry_time|create_time|check_time|announcement_end_time|announcement_begin_time,store_id,8,t_store_info
t_ticket,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time|get_time|mod_time,id,8,t_ticket
t_ticket_active,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time|get_end_time|mod_time|lhq_start_timestamp|lhq_start_time|lhq_end_timestamp|lhq_end_time|get_start_timestamp|get_start_time|get_end_timestamp,id|store_id,8,t_ticket_active
t_user,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time|mod_time|login_lock_time|login_time,user_id,8,t_user
t_user_integral_history,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,8,t_user_integral_history
t_welfare_coin,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,8,t_welfare_coin
t_welfare_coin_history,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,create_time,id,8,t_welfare_coin_history
t_after_sales_order_detail,sbh_pro,rm-uf6ow0rn950q734279o.mysql.rds.aliyuncs.com:3306,,id,8,t_after_sales_order_detail
rec_welfare_coin_history,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,order_create_time|create_at|update_at,id,5.7,rec_welfare_coin_history
t_after_sales_order,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time|after_order_update_time,id,5.7,t_after_sales_order
t_eva_goods,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,eva_time,id,5.7,t_eva_goods
t_goods,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,5.7,t_goods_category
t_goods_item,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,canteen_card_payment_time|order_update_time|refund_finish_time|transaction_time|finish_datestamp|finish_time|refund_audit_time|refund_apply_time|cancle_time|audit_timestamp|delivery_time_id|audit_time|create_time|create_datestamp|payment_time|payment_datestamp|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|receipt_time,id,5.7,t_order
t_order_details,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,delivery_time|price_time|receiving_timetamp|receiving_time,id,5.7,t_order_details
t_store_info,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,5.7,t_store_info
t_ticket,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,mod_time|create_time|get_time,id,5.7,t_ticket
t_ticket_active,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,5.7,t_ticket_active
t_user,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,login_time|mod_time|create_time|login_lock_time,user_id,5.7,t_user
t_welfare_coin,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_welfare_coin
t_welfare_coin_history,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,create_time,id,5.7,t_welfare_coin_history
t_after_sales_order_detail,tcdc_db,rm-uf6tecxyyz194s0at4o.mysql.rds.aliyuncs.com:3306,,id,5.7,t_after_sales_order_detail
t_after_sales_order,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,5.7,t_after_sales_order
t_after_sales_order_detail,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,points_refund_time|card_refund_time|external_refund_time,id,5.7,t_after_sales_order_detail
t_eva_goods,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,eva_time,id,5.7,t_eva_goods
t_goods,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,5.7,t_goods_category
t_goods_item,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time|tmall_delivery_time|points_pay_time|card_pay_time|external_pay_time,id,5.7,t_order
t_order_details,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,5.7,t_store_info
t_ticket,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,5.7,t_ticket
t_ticket_active,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,5.7,t_ticket_active
t_user,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,login_time|login_lock_time|create_time|mod_time,user_id,5.7,t_user
t_user_integral_history,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_integral_history
t_user_points_balance,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_points_balance
t_user_points_history,gdzsdx_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_points_history
t_after_sales_order,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,5.7,t_after_sales_order
t_eva_goods,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,eva_time,id,5.7,t_eva_goods
t_goods,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,5.7,t_goods_category
t_goods_item,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|delivery_time_id|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time,id,5.7,t_order
t_order_details,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,5.7,t_store_info
t_ticket,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,5.7,t_ticket
t_ticket_active,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,5.7,t_ticket_active
t_user,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,login_time|login_lock_time|create_time|mod_time,user_id,5.7,t_user
t_user_integral_history,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_integral_history
t_welfare_coin,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_welfare_coin
t_welfare_coin_history,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time,id,5.7,t_welfare_coin_history
t_after_sales_order_detail,jsdl_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,,id,5.7,t_after_sales_order_detail
t_after_sales_order,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,5.7,t_after_sales_order
t_after_sales_order_detail,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,points_refund_time|card_refund_time|external_refund_time,id,5.7,t_after_sales_order_detail
t_eva_goods,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,eva_time,id,5.7,t_eva_goods
t_goods,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,5.7,t_goods_category
t_goods_item,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time|tmall_delivery_time|points_pay_time|card_pay_time|external_pay_time,id,5.7,t_order
t_order_details,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,5.7,t_store_info
t_ticket,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,5.7,t_ticket
t_ticket_active,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,5.7,t_ticket_active
t_user,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,login_time|login_lock_time|create_time|mod_time,user_id,5.7,t_user
t_user_integral_history,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_integral_history
t_user_points_balance,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_points_balance
t_user_points_history,neigou_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_points_history
t_after_sales_order,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,5.7,t_after_sales_order
t_eva_goods,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,eva_time,id,5.7,t_eva_goods
t_goods,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,5.7,t_goods_category
t_goods_item,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time,id,5.7,t_order
t_order_details,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,5.7,t_store_info
t_ticket,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,5.7,t_ticket
t_ticket_active,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,5.7,t_ticket_active
t_user,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,login_time|login_lock_time|create_time|mod_time,user_id,5.7,t_user
t_user_integral_history,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_integral_history
t_after_sales_order_detail,rxfee_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,,id,5.7,t_after_sales_order_detail
t_after_sales_order,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,5.7,t_after_sales_order
t_eva_goods,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,eva_time,id,5.7,t_eva_goods
t_goods,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,5.7,t_goods_category
t_goods_item,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|delivery_time_id|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time,id,5.7,t_order
t_order_details,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,5.7,t_store_info
t_ticket,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,5.7,t_ticket
t_ticket_active,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,5.7,t_ticket_active
t_user,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,login_time|login_lock_time|create_time|mod_time,user_id,5.7,t_user
t_welfare_coin,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_welfare_coin
t_welfare_coin_history,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time,id,5.7,t_welfare_coin_history
t_welfare_coin_schedule,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_welfare_coin_schedule
t_after_sales_order_detail,szdc_db,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,,id,5.7,t_after_sales_order_detail
t_after_sales_order,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,5.7,t_after_sales_order
t_eva_goods,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,eva_time,id,5.7,t_eva_goods
t_goods,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_added_time|goods_unadded_time|create_time|mod_time,goods_id,5.7,t_goods
t_goods_brand,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,brand_id,5.7,t_goods_brand
t_goods_category,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,cat_id,5.7,t_goods_category
t_goods_item,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,goods_item_added_time|goods_item_unadded_time|create_time|mod_time,goods_item_id,5.7,t_goods_item
t_order,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|create_datestamp|payment_time|payment_datestamp|receipt_time|receipt_datestamp|delivery_time|delivery_datestamp|deliverytime|delivery_time_id|audit_time|audit_timestamp|cancle_time|refund_apply_time|refund_audit_time|finish_time|finish_datestamp|transaction_time|refund_finish_time,id,5.7,t_order
t_order_details,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,receiving_time|receiving_timetamp|price_time|delivery_time,id,5.7,t_order_details
t_store_info,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,expiry_time|create_time|mod_time|check_time|announcement_begin_time|announcement_end_time,store_id,5.7,t_store_info
t_ticket,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_time|create_time|mod_time,id,5.7,t_ticket
t_ticket_active,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,get_start_time|get_start_timestamp|get_end_time|get_end_timestamp|lhq_start_time|lhq_start_timestamp|lhq_end_time|lhq_end_timestamp|create_time|mod_time,id|store_id,5.7,t_ticket_active
t_user,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,login_time|login_lock_time|create_time|mod_time,user_id,5.7,t_user
t_user_integral_history,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_user_integral_history
t_welfare_coin,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time|mod_time,id,5.7,t_welfare_coin
t_welfare_coin_history,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,create_time,id,5.7,t_welfare_coin_history
t_after_sales_order_detail,xzdc_sc,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,,id,5.7,t_after_sales_order_detail
t_after_sales_order,yz_jhst,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,audit_time|create_order_time|create_time|refund_finish_time|finish_time,id,5.7,t_after_sales_order
t_after_sales_order_detail,yz_jhst,rm-uf6tm8kn87yhap41dpo.mysql.rds.aliyuncs.com:3306,wx_refund_time|canteen_refund_time,id,5.7,t_after_sales_order_detail
